sender_email,sender_name,recipient_email,recipient_name,date_sent,subject
,,,,3 Mar 2006,From Ms. Johana
,,,,03 Mar 2006,FROM ROBERT CAN YOU HELP ME OUT? IS VERY URGENT
,,,,03 Mar 2006,I BELIEVE I CAN TRUST YOU.
,,,,3 Mar 2006,From Ms. Johana
,,,,,FROM MISS DORIS LANGA
,,,,3 Mar 2006,assalam alekun
,,,,,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,04 Mar 2006,Assalamo Alaikum
,,,,, Dddddddd R. Rrrrr
,,,,,  IS ME YOUR FRIEND 
,,,,,"MRS SUSAN ERICKSON,"
,,,,5 Mar 2006,YOUR ATTENTION
,,,,5 Mar 2006,REGARDS
,,,,,IRS Notification - Please Read This .
,,,,,REPLY URGENT AND CALL ME.
,,,,6 Mar 2006,FROM:MR GAT
,,,,6 Mar 2006,PLEASE I REALLY NEED YOUR HELP.
,,,,,Hello please i need your help.
,,,,07 Mar 2006,FROM:MR.GREG THAMBO.
,,,,,Urgent Assistance Needed.
,,,,7 Mar 2006,BUSINESS INVESTMENT PROPOSAL
,,,,7 Mar 2006,BUSINESS INVESTMENT PROPOSAL
,,,,07 Mar 2006,GOOD DAY
,,,,07 Mar 2006,"salam,"
,,,,,CONFIDENTIAL
,,,,08 Mar 2006,TREAT AS URGENT AND CALL ME:+226 7650 9277.
,,,,,From Nicholas Mavis +225 0723 6068......
,,,,9 Mar 2006,MY GREETINGS TO YOU
,,,,10 Mar 2006,CAN I TRUST YOU ON THIS
,,,,,From Aisha Kone
,,,,10 Mar 2006,SEARCHING FOR BUSINESS PARTNER.
,,,,10 Mar 2006,Assalamo Alaikum
,,,,11 Mar 2006,Assistance !
,,,,11 Mar 2006,Assalamo Alaikum
,,,,10 Mar 2006,GOOD DAY /BUSINESS PROPOSAL
,,,,,COMPENSATION FOR PAST EFFORTS
,,,,10 Mar 2006,HELP FUFIL MY LAST WISH.
,,,,8 Mar 2006,Hello my dear
,,,,11 Mar 2006,hello
,,,,12 Mar 2006,Dr.Daniel Nando
,,,,12 Mar 2006,REPLY URGENT AND CALL ME.
,,,,12 Mar 2006,Get back to me asap
,,,,8 Mar 2006,Hello my dear
,,,,13 Mar 2006,Urgent From Mark/Sister
,,,,13 Mar 2006,URGENT  RESPOUNCE.
,,,,13 Mar 2006,URGENT  REPLY  NEEDED
,,,,13 Mar 2006,URGENT REPLY
,,,,14 Mar 2006,Attention Please
,,,,14 Mar 2006,URGENT
,,,,14 Mar 2006,reply
,,,,15 Mar 2006,urgent offer..
,,,,15 Mar 2006,From Ms. Johana
,,,,15 Mar 2006,YOUR RESPONSE.
,,,,15 Mar 2006,Matter m  of trust
,,,,,From Samuel Komo
,,,,15 Mar 2006,Dear Friend(URGENT)
,,,,16 Mar 2006,PRINCESS F.W BOLKIAH
,,,,,Consultant
,,,,16 Mar 2006,"READ,UNDERSTAND AND ANSWER IN REPLY."
,,,,17 Mar 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES.
,,,,17 Mar 2006,BUSSINESS REPRESENTATIVE REQUIRED.
,,,,17 Mar 2006,HELLO FROM DAVID SMITH........................
,,,,17 Mar 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES.
,,,,18 Mar 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES.
,,,,18 Mar 2006,reply pls!!
,,,,,A CALL FOR HELP
,,,,18 Mar 2006,reply pls!!
,,,,18 Mar 2006,HELLO FROM DAVID SMITH
,,,,19 Mar 2006,I NEED YOUR URGENT ASSISTANCE PLEASE
,,,,19 Mar 2006,ASSALAMUALAIKUM 
,,,,19 Mar 2006,CAN I TRUST YOU ON THIS?
,,,,20 Mar 2006,VERY URGENT
,,,,20 Mar 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,20 Mar 2006,URGENT BUSINESS TRANSACTION
,,,,,"Sir, "
,,,,20 Mar 2006,URGENT  RESPOUNCE.
,,,,20 Mar 2006,"RE:DEAREST BELOVED, IT'S MY PLEASURE TO WRITE YOU."
,,,,21 Mar 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES.
,,,,21 Mar 2006,THANKS
,,,,22 Mar 2006,*** BE INFORMED ***
,,,,22 Mar 2006,REPLY URGENT AND CALL ME.
,,,,22 Mar 2006,I WANT YOU TO BE MY FOREIGN PARTNER.
,,,,22 Mar 2006,Kind Attention For Review!!!
,,,,22 Mar 2006,BUSINESS LOCATION HOTEL BUSINESS
,,,,22 Mar 2006,GOOD DAY..
,,,,23 Mar 2006,Urgently pls.
,,,,23 Mar 2006,IMMEDIATE ATTENTION NEEDED
,,,,23 Mar 2006,hello
,,,,,URGENT/CONFIDENTIAL .
,,,,24 Mar 2006,IMMEDIATE ATTENTION NEEDED
,,,,,APPEAL FOR URGENT ASSISTANCE.
,,,,,From Nomy Bamba
,,,,25 Mar 2006,Please get back to me as soon as possible.
,,,,26 Mar 2006,FROM THE DESK OF MUSA GARUBA
,,,,26 Mar 2006,I need your urgent help
,,,,27 Mar 2006,Kindly assist from Dr. Femi Petersen.
,,,,27 Mar 2006,I NEED IMMEDIATE ATTENTION THANKS
,,,,28 Mar 2006,BUSINESS PROPOSAL
,,,,28 Mar 2006,BUSINESS PROPOSAL
,,,,28 Mar 2006,MY GOOD FRIEND
,,,,29 Mar 2006,PLEASE REPLY IMMIDIATELY 
,,,,30 Mar 2006,Mr.Chris Kolade.
,,,,,ATTENTION PLEASE 
,,,,,Greetings From Dorise
,,,,,i am writteing with tears
,,,,,Dear friends
,,,,,FAMILY                   INVESTMENT
,,,,31 Mar 2006, URGENT ATTENTION!!! 
,,,,31 Mar 2006,ASSISTANCE REQUIRED URGENTLY!!!!
,,,,,VERY IMPORTANT
,,,,1 Apr 2006,INVESTMENT RELATIONSHIP
,,,,2 Apr 2006,URGENT MAIL
,,,,3 Apr 2006,Urgent Business Transaction
,,,,4 Apr 2006,I NEEDED YOUR IMMEDIATE ATTENTION THANKS
,,,,3 Apr 2006,"I NEEDED YOUR IMMEDIATE ATTENTION THANKS,"
,,,,4 Apr 2006,FROM BARRISTER SANNI ADO
,,,,4 Apr 2006,URGENT REPLY
,,,,4 Apr 2006,URGENT REPLY
,,,,,From.Dr. Odeh uba
,,,,05 Apr 2006,From Selah Bekou For The Family
,,,,05 Apr 2006,From Selah Bekou For The Family
,,,,05 Apr 2006,REPLY URGENT AND CALL ME.
,,,,05 Apr 2006,Re;  Hoping To Hear From  You  Urgent!!!
,,,,5 Apr 2006,YOUR ASSISTANCES NEEDED!
,,,,6 Apr 2006,VERY URGENT!!!
,,,,, FROM JESSICA PRINCE
,,,,7 Apr 2006,VERY IMPORTANT
,,,,07 Apr 2006,This letter must come to you as a big surprise.
,,,,7 Apr 2006,FROM :DR. KOLA DEVIS
,,,,07 Apr 2006,URGENT
,,,,08 Apr 2006,hello
,,,,9 Apr 2006,Very Urgent
,,,,10 Apr 2006,Private/Confidential
,,,,10 Apr 2006,Private/Confidential
,,,,10 Apr 2006,YOUR HELP NEEDED
,,,,10 Apr 2006,Very Urgent
,,,,11 Apr 2006,urgent plea for assistance
,,,,11 Apr 2006,DEAR FRIEND
,,,,,FOR YOUR CONSIDERATION
,,,,11 Apr 2006,Seeking your partnership
,,,,13 Apr 2006,"Dear Sir/Ma,"
,,,,13 Apr 2006,URGENT REPLY
,,,,13 Apr 2006,URGENT REPLY
,,,,12 Apr 2006,RELEASE OF YOUR PAYMENT
,,,,14 Apr 2006,"GOOD DAY SIR, PLZ REPLY ME SOONEST.  "
,,,,,From aicha kone vry urgent please.
,,,,15 Apr 2006,VERY URGENT
,,,,,"A Part-time job for you,please respond now.."
,,,,17 Apr 2006,Mrs. Jocelyn Jones
,,,,17 Apr 2006,REPLY URGENTLY AND CALL ME.
,,,,17 Apr 2006,MY GREETINGS TO YOU
,,,,17 Apr 2006,Representative Needed
,,,,17 Apr 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,19 Apr 2006,"MY GOOD FREIND,"
,,,,19 Apr 2006,From Mr.Peter Herry !!!!!
,,,,19 Apr 2006,Miss Vivian Saja
,,,,,PLEASE HELP ME.
,,,,19 Apr 2006,YOUR ATTENTION IS HIGHLY NEEDED.
,,,,19 Apr 2006,PLEASE TREAT THIS VERY URGENTLY.
,,,,19 Apr 2006,DEAR FRIEND.
,,,,20 Apr 2006,PLEASE REPLY BACK
,,,,20 Apr 2006,URGENT REPLY
,,,,20 Apr 2006,URGENT REPLY
,,,,20 Apr 2006,REPLY
,,,,21 Apr 2006,BUSINESS PROPOSAL - STRICTLY CONFIDENTIAL
,,,,,STRICTLY CONFIDENTIAL 
,,,,,READ IN GOOD FAITH!
,,,,21 Apr 2006,Attn
,,,,21 Apr 2006,PLEASE TREAT THIS VERY URGENT.
,,,,21 Apr 2006,PLEASE READ CAREFULLY!!!
,,,,22 Apr 2006,BUSINESS PROPOSAL - STRICTLY CONFIDENTIAL
,,,,22 Apr 2006,BUSINESS PROPOSAL - STRICTLY CONFIDENTIAL
,,,,22 Apr 2006,"Dearest in the Lord, "
,,,,23 Apr 2006,INFO
,,,,,Bonjour
,,,,24 Apr 2006,FROM MISS MARY BAMBA
,,,,24 Apr 2006,"President/Director,"
,,,,24 Apr 2006,from martin
,,,,24 Apr 2006,Investment Capital/Funds Management 
,,,,24 Apr 2006,Contact me asap
,,,,25 Apr 2006,ATTN;
,,,,23 Apr 2006,Seeking Urgent Response. 
,,,,25 Apr 2006,very urgent
,,,,25 Apr 2006,JOEL/MARY JOHNSON
,,,,25 Apr 2006,honestly ok
,,,,25 Apr 2006,do not betray my confidence
,,,,26 Apr 2006,Seeking your partnership
,,,,26 Apr 2006,Seeking your partnership
,,,,,CALLING FOR HELP
,,,,26 Apr 2006,IN GOOD FAITH 
,,,,26 Apr 2006,URGENT PLEASE
,,,,26 Apr 2006,FROM THE DESK OF MR.AZIZE  OUATTARA
,,,,27 Apr 2006,PROPOSAL
,,,,,FROM VANISA
,,,,27 Apr 2006,TREAT VERY CONFIDENTIAL & URGENT...  
,,,,28 Apr 2006,From Mr. Smith Badwell
,,,,28 Apr 2006,"Please, Read Attentively"
,,,,29 Apr 2006,PLEASE TREAT THIS VERY URGENT.
,,,,29 Apr 2006,PLEASE TREAT THIS VERY URGENT.
,,,,29 Apr 2006,Asistant Needed!!
,,,,29 Apr 2006,DEAR FRIEND.
,,,,30 Apr 2006,URGENT ATTENTION.
,,,,30 Apr 2006,BUSINESS PROPOSAL - STRICTLY CONFIDENTIAL
,,,,30 Apr 2006,I NEED YOUR URGENT ASSISTANCE PLEASE
,,,,1 May 2006,INVESTMENT PARTNER FROM Mrs MOHAMMED!!
,,,,1 May 2006,CONFIDENTIAL BUSINESS PROPOSAL
,,,,1 May 2006,From Ahmed
,,,,01 May 2006,We seek your assistance.
,,,,,URGENT ASSISTNCE NEEDED
,,,,,Your confidence. 
,,,,2 May 2006,Mrs Hajia lilian 
,,,,2 May 2006,I NEED YOUR HELP
,,,,2 May 2006,PLEASE CONTACT ME ASAP
,,,,,Mme Aissata Marie Keita 
,,,,03 May 2006,IMPORTANT NOTIFICATION
,,,,3 May 2006,CONFIDENTIAL INVESTMENT PROPOSAL
,,,,3 May 2006,I need your help
,,,,3 May 2006,HELLO GOOD DAY PLEASE I NEED YOU HELP
,,,,4 May 2006,BUSINESS  PROPOSAL
,,,,,Business Porposal
,,,,4 May 2006,Yours Faithfully  Mr. Ahmadou  Bamba
,,,,4 May 2006,4th May 2006
,,,,4 May 2006,CONTACTING YOU PRIVATE..
,,,,5 May 2006,Your Pending Payment
,,,,05 May 2006,VERY PRIVATE AND URGENT RESPONSE.....
,,,,05 May 2006,Mrs Jessica Haword.
,,,,,TREAT VERY CONFIDENTIAL & URGENT RESPONSES
,,,,06 May 2006,REPLY  URGENT
,,,,7 May 2006,"RE  Purchase of "" New Business Card Reader 860 Plus """
,,,,07 May 2006,SALUT
,,,,08 May 2006,FROM THE DESK OF ADAMA IBRAHIM
,,,,08 May 2006,HONOURABLE CONTRACTOR.
,,,,9 May 2006,MS. ANITA
,,,,10 May 2006,banker
,,,,10 Feb 2006,YOUR  URGENT REPLY  IS  HIGHLY  NEEDED
,,,,,"Dearest In Christ,"
,,,,11 May 2006,Good   day
,,,,,From:Nelison& Linda.
,,,,,PROPOSAL
,,,,,PROPOSAL
,,,,,PROPOSAL
,,,,12 May 2006,URGENT REPLY PLEASE.
,,,,13 May 2006,From Mrs Linda Kone.
,,,,13 May 2006,From The Desk Of Sir Andriy
,,,,14 May 2006,PROPOSAL
,,,,15 May 2006,CAPITAL INVESTMENT
,,,,15 May 2006,CAPITAL INVESTMENT
,,,,15 May 2006,CAPITAL INVESTMENT
,,,,15 May 2006,CAPITAL INVESTMENT
,,,,15 May 2006,I  WILL  APPRECIATE  YOUR  REPLY.
,,,,15 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES
,,,,15 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES
,,,,15 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES
,,,,15 May 2006,re:can you assist in this deal?
,,,,15 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES
,,,,,APPEAL FOR URGENT ASSISTANCE.
,,,,15 May 2006,"Attn:Dearest one,"
,,,,,PLEASE HELP AN ORPHAN IN NEED OF YOUR HELP
,,,,15 May 2006,stanly
,,,,15 May 2006,"re:This is a clean deal,can you assist in it?"
,,,,16 May 2006,I WISH TO SEEK FOR YOUR CONSENT
,,,,,Transfer of Title Deutsche.Capital.
,,,,17 May 2006,URGENT
,,,,18 May 2006,Mr. Paul Moore.
,,,,,Apostolic Greetings.
,,,,,Apostolic Greetings.
,,,,19 May 2006,I will appreciate your reply
,,,,19 May 2006,Barrister Antwan Saloum
,,,,19 May 2006,OUR GOD GOOD
,,,,,FROM Edwina Rogers.
,,,,20 May 2006,FOR THY LORD
,,,,21 May 2006,FROM DR.LARRY
,,,,21 May 2006,PLEASE REPLY...
,,,,22 May 2006,URGENT REPLY PLEASE.
,,,,22 May 2006,DEAR BELOVED.
,,,,22 May 2006,investments/help
,,,,22 May 2006,Hello dear
,,,,23 May 2006,FROM THE DESK OF MR. MUSTAFA JOSEPH
,,,,23 May 2006,From Ahmed Salihu
,,,,,Form Linda And John Chris
,,,,23 May 2006,REPLY
,,,,23 May 2006,From Rev. Fr. David Clark
,,,,24 May 2006,Very Very Urgent
,,,,,Reply (ASAP)
,,,,24 May 2006,"Dear in Christ,"
,,,,24 May 2006,PLS GETBACK TO ME.
,,,,24 May 2006,PLS GETBACK TO ME.
,,,,24 May 2006,PLS GETBACK TO ME.
,,,,25 May 2006,URGENT PLEASE
,,,,25 May 2006,CAPITAL INVESTMENT 
,,,,25 May 2006,Please contact me by email or telephone
,,,,25 May 2006,Please contact me by email or telephone
,,,,25 May 2006,I NEED YOUR QUICK RESPONSE
,,,,25 May 2006,FOR THY LORD
,,,,25 May 2006,FROM MR.DAVID HESKEY
,,,,25 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,25 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,25 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,25 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,25 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,25 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,25 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,25 May 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,,Hello
,,,,29 May 2006,i need your urgent assistant.
,,,,29 May 2006,i need your urgent assistant.
,,,,26 May 2006,FROM BERNARD
,,,,26 May 2006,Business project
,,,,26 May 2006,FUND TRANSFER.
,,,,26 May 2006,please get back to me immediately
,,,,26 May 2006,please get back to me immediately
,,,,26 May 2006,HELLO SIR
,,,,26 May 2006,FROM MR J. MOORE
,,,,26 May 2006,From Rev. Fr. David Clark
,,,,27 May 2006,SEEKING FOR YOUR ASSISTANCE
,,,,27 May 2006,UR MESSAGE
,,,,27 May 2006,thanks
,,,,28 May 2006,PLEASE ACT SWIFTLY
,,,,28 May 2006,WAITING TO HEAR FROM YOU  
,,,,29 May 2006,FOR THY LORD
,,,,,FORM SADRA  VICTOR
,,,,29 May 2006,Accept in good faith.
,,,,29 May 2006,PRIVATE AND CONFIDENTIAL
,,,,,INVESTMENT
,,,,30 May 2006,REPRESENTATIVE NEEDED
,,,,30 May 2006,CONFIDENTIAL BUSINESS PROPOSAL
,,,,31 May 2006,IMMEDIATE CONTRACT PAYMENT
,,,,1 Jun 2006,Confidential and urgent
,,,,1 Jun 2006,Confidential and urgent
,,,,1 Jun 2006,Confidential and urgent
,,,,1 Jun 2006,Confidential and urgent
,,,,31 May 2006,FROM MISS MARIA DENISE
,,,,,I  NEED  YOUR  HELP
,,,,01 Jun 2006,URGENT  REPLY  AND CALL ME...
,,,,,PLEASE I NEED YOUR ASSITANCE.
,,,,1 Jun 2006,From Mrs.Mable.
,,,,01 Jun 2006,Greetings from Abraham
,,,,02 Jun 2006,FROM THE DESK OF MR.AZIZE  OUATTARA
,,,,02 Jun 2006,URGENT REPLY PLEASE.
,,,,2 Jun 2006,Call for help.
,,,,2 Jun 2006,PLEASE URGENT REPLY NEEDED
,,,,,HELLO .
,,,,03 Jun 2006,This is from Mr Henry Kabore  
,,,,,Greetings
,,,,03 Jun 2006,TREAT AS URGENT AND CONFFIDENTIAL.
,,,,3 Jun 2006,EXREMELY URGENT/GET BACK TO ME!!!
,,,,4 Jun 2006,reply from dessui
,,,,4 Jun 2006,"URGENT REPLY NEEDED PLEASE ,"
,,,,4 Jun 2006,"URGENT REPLY NEEDED PLEASE ,"
,,,,5 Jun 2006,URGENTLY READ CAREFULLY FROM REBECCA GARANG
,,,,4 Jun 2006,Good Day
,,,,5 Jun 2006,Dr Jerry(Contact Me)
,,,,5 Jun 2006,HELLO DEAR FRIEND.
,,,,,FROM WILLAMS PADMORE
,,,,05 Jun 2006,FROM THE DESK OF MR ALEXANDRE BIAISE.
,,,,5 Jun 2006,REGARDS FROM SANOUSSI
,,,,5 Jun 2006,REGARDS FROM SANOUSSI
,,,,21 Jun 2006,Assalam  Ailekun
,,,,6 Jun 2006,From:Mrs.Amina.A Bello.
,,,,6 Jun 2006,MISS MARIA DENISE
,,,,6 Jun 2006,Preposition...
,,,,,from elizabeth Boniface
,,,,6 Jun 2006,TREAT AS URGENT PLEASE
,,,,06 Jun 2006,event of the accident
,,,,,FROM MISS BRINDA
,,,,07 Jun 2006,URGENT AND CONFIDENTIAL
,,,,6 Jun 2006,IMMEDAITELY PAYMENT
,,,,7 Jun 2006,Sincerely Yours Mr Dennis
,,,,7 Jun 2006,Sincerely Yours Mr Dennis
,,,,07 Jun 2006,URGENT REPLY PLEASE.
,,,,07 Jun 2006,"Greeting From Martin,"
,,,,07 Jun 2006,"Pls Read From Branch manager,National Bank of Dubai"
,,,,07 Jun 2006,URGENT REPLY NEEDED
,,,,07 Jun 2006,DR .ABU TOPIA
,,,,7 Jun 2006,Business Opportunity in National Bank of Dubai.
,,,,7 Jun 2006,Business Opportunity in National Bank of Dubai.
,,,,,CALVARY GREETINGS FROM  MRS MARIAM
,,,,,FROM THE DESK OF MR MUSA SANI
,,,,8 Jun 2006,Mr.Ben ezeobi
,,,,8 Jun 2006,Dr. Frank Jomas. {Listin And Reply To Me Immediately}......
,,,,08 Jun 2006,From Mr.Donald
,,,,08 Jun 2006,TREAT AS URGENT AND CONFIDENTIAL  FROM DR ALI IBRAHIM.
,,,,,from me to you
,,,,9 Jun 2006,WE NEED YOUR URGENT ASSISTANCE PLEASE
,,,,,TREAT VERY CONFIDENTIAL & URGENT RESPONSES.
,,,,10 Jun 2006,From Benjamin Yerima
,,,,12 Jun 2006,KIND UNDERSTANING FROM MRS AMINA BELLO
,,,,12 Jun 2006,GOOD DAY
,,,,,ASSISTANCE   NEEDED
,,,,13 Jun 2006,FROM:MR NABA MOHAMMED
,,,,13 Jun 2006,Reply me with this alternative email address
,,,,,REQUEST FOR HELP 
,,,,13 Jun 2006,"Dear Beneficiary,"
,,,,13 Jun 2006,Mrs Teressa Stevens.
,,,,14 Jun 2006,Assalam  Muialaku.
,,,,13 Jun 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,14 Jun 2006,FROM THE DESK OF MR.AZIZE  OUATTARA
,,,,14 Jun 2006,YOUR ATTENTION!!
,,,,14 Jun 2006,LET ME HEAR FROM YOU ASAP
,,,,16 Jun 2006,IN DESPERATE NEED OF YOUR CO-OPERATION! 
,,,,,Expecting your reply please.
,,,,15 Jun 2006,I NEED YOUR URGENT ASSISTANCE
,,,,,PROPOSAL
,,,,15 Jun 2006,YOUR AWAITING PAYMENT!!
,,,,15 Jun 2006,YOUR AWAITING PAYMENT!!
,,,,15 Jun 2006,YOUR AWAITING PAYMENT!!
,,,,,from meg
,,,,,hello.
,,,,,refund of $63.80
,,,,16 Jun 2006,"Good Day,Sir/Madam,"
,,,,16 Jun 2006,I will appreciate your reply
,,,,16 Jun 2006,I will appreciate your reply
,,,,,From Mrs Joy Williams
,,,,16 Jun 2006,"MY GOOD FREIND,"
,,,,17 Jun 2006,YOUR AWAITING PAYMENT!!
,,,,17 Jun 2006,PRIVATE AND URGENT
,,,,15 Jun 2006,BUSINESS PROPOSAL (ASSISTANCE REQUIRED)
,,,,17 Jun 2006,FROM THE DESK OF DR IB SKOSANA
,,,,17 Jun 2006,Mr.Raymond West
,,,,,PLEASE READ THIS
,,,,18 Jun 2006,"I am the wife of late Brigadier AL-Jubril Dogo from Dafur Region, Sudan"
,,,,18 Jun 2006,I NEED YOUR URGENT ASSISTANCE
,,,,18 Jun 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE. 
,,,,18 Jul 2006,
,,,,19 Jun 2006,CONFIDENTIAL PROPOSAL FROM AISHA MOHAMMED
,,,,19 Jun 2006,Important
,,,,19 Jun 2006,FROM MR ERIC KOSHY.
,,,,20 Aug 2006,URGENT REPLY NEEDED!!!
,,,,20 Aug 2006,URGENT REPLY NEEDED!!!
,,,,20 Jun 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSE.
,,,,,BONJOUR......SVP DEMANDE ASSISTANCE
,,,,20 Jun 2006,FROM THE DESK OF  PATRICE KONE.
,,,,20 Jun 2006,Rrrrr YOUR URGENT RESPONSE IS NEEDED
,,,,13 Aug 2002,Assalamu'Alakum
,,,,20 Jun 2006,VERY URGENT!!!
,,,,21 Jun 2006,PRIVATE AND URGENT
,,,,21 Jun 2006,re:can you assist in this deal?
,,,,21 Jun 2006,Institutional Fund Services
,,,,21 Jun 2006,"FROM MR,JOHN JACOB"
,,,,21 Jun 2006,TREAT VERY CONFIDENTIAL & URGENT RESPONSES
,,,,21 Jun 2006,TREAT  AS  URGENT AND CONFIDENTIAL REPLY IMMEDIATELY
,,,,21 Jun 2006,TREAT  AS  URGENT AND CONFIDENTIAL REPLY IMMEDIATELY
,,,,22 Jun 2006,I NEED YOUR URGENTASSISTANCE
,,,,22 Jun 2006,READ AND REPLY URGENTLY FROM MRS AISHA MOHAMMED
,,,,22 Jun 2006,"YOUR URGENTLY REPLY IS NEEDED,"
,,,,22 Jun 2006,"YOUR URGENTLY REPLY IS NEEDED,"
,,,,23 Jun 2006,Business Invitation From Mrs Amina Dhari Ali al-Fayadh
,,,,23 Jun 2006,I am Jerome Williams Lewis Esq. a solicitor.. 
,,,,23 Jun 2006,Important Reply..
,,,,24 Jun 2006,From:Mrs.Aisha Mohhamed
,,,,24 Jun 2006,From:Mrs.Aisha Mohhamed
,,,,24 Jun 2006,CAN YOU WORK WITH US?
,,,,24 Jun 2006,FROM THE DESK OF MR MOSE MALIKI
,,,,24 Jun 2006,Hello..
,,,,24 Jun 2006,"INVESTMENT NEGOTIATION TO THE M/D """
,,,,25 Jun 2006,FROM CHARLES OBIANG
,,,,25 Jun 2006,FROM THE DESK OF MUSA GARUBA
,,,,25 Jun 2006,REVD. FR. PETER CLARK
,,,,26 Jun 2006,My GREETINGS TO YOU
,,,,26 Jun 2006,CONFIDENTIAL DOCUMENT
,,,,,Urgent
,,,,26 Jun 2006,Hello.
,,,,27 Jun 2006,From Mr.kenny paul
,,,,27 Jun 2006,Complement and Good Day.
,,,,27 Jun 2006,Please read this carefully
,,,,27 Jun 2006,RE:YOUR PENDING PAYMENTS!
,,,,27 Jun 2006,MY GREETINGS TO YOU
,,,,,YOUR CONFIDENTIAL ASISTANCE 
,,,,28 Jun 2006,Mrs. Patricia Khalid ibn Saqr al Qasseemi
,,,,28 Jun 2006,Greetings From Group Finance Director
,,,,28 Jun 2006,Mrs. Patricia Khalid ibn Saqr al Qasseemi
,,,,28 Jun 2006,From Mr. MARK LEE
,,,,28 Jun 2006,Hello.
,,,,,=?ISO-2022-JP?B?RlJPTTogTVIuIEtPRkkgTUVOU0FI?=
,,,,28 Jun 2006,FROM ELINA BOLETI
,,,,,PLS ASSIST ME
,,,,29 Jun 2006,THANKS FOR YOUR URGENT RESPONES
,,,,29 Jun 2006,Compliments of the day.
,,,,29 Jun 2006,FROM REVD.FR THOMAS DOUGLAS
,,,,29 Jun 2006, FROM MR KEN MAHINDER
,,,,29 Jun 2006, FROM MR KEN MAHINDER
,,,,29 Jun 2006,Business project
,,,,30 Jun 2006,REPLY IMMIDIATELY
,,,,30 Jun 2006,"Good Day, From Ms Rukkyatu."
,,,,30 Jun 2006,URGENT INFORMATION PLEASE GET BACK TO ME
,,,,1 Jul 2006,CONFIDETIAL
,,,,1 Jul 2006,CONFIDETIAL
,,,,30 Jun 2006,GOOD NEWS
,,,,1 Jul 2006,CONFIDETIAL
,,,,1 Jul 2006,My regards
,,,,,FROM MISS FAITH ADEL
,,,,5 Apr 2006,ATTENTION
,,,,5 Apr 2006,ATTENTION
,,,,5 Apr 2006, ATTENTION
,,,,2 Jul 2006,From Bartholomew
,,,,3 Jul 2006,Waiting To Hear From You. 
,,,,4 Jul 2006,PLEASE URGENT  REPLY
,,,,4 Jul 2006,"Dearest in Christ, pls treat with a honest mind"
,,,,5 Jul 2006,INVESTMENT REQUEST ( YOUR GOOD ADVICE WILL HIGHLY NEEDED )
,,,,,From Mallam Bongo
,,,,,urgent
,,,,5 Jul 2006,I NEED YOU TO BE MY Partnership.
,,,,5 Jul 2006,Investment Idea
,,,,06 Jul 2006,urgent
,,,,7 Jul 2006,Mrs. Patricia Khalid ibn Saqr al Qasseemi
,,,,7 Jul 2006,FROM CHERYL CARPENTER(FIRST COMMERCIAL BANK)
,,,,07 Jul 2006,partnership/investment......
,,,,07 Jul 2006,partnership/investment......
,,,,7 Jul 2006,Hello.
,,,,7 Jul 2006,Hello.
,,,,,Ghanaian Ministry of Trade and Commerce
,,,,,PLS ASSIST ME
,,,,,PLS ASSIST ME
,,,,,PLS ASSIST ME
,,,,,INQUIRY!!
,,,,7 Jul 2006,Investment / Assistant
,,,,,NOTICE  FOR  APPOINTMENT
,,,,,Urgent
,,,,8 Jul 2006,Assalamu Alaikum! Please help my family
,,,,,FROM ROSE
,,,,,IN NEED OF YOUR HELP
,,,,8 Jul 2006,CONFIDENTIAL MATTERS(GET BACK TO ME)
,,,,9 Jul 2006,READ MY MESSAGE
,,,,,"Contact now please,It is urgent development."
,,,,,I EXPECT TO HEAR TO FROM U SOONEST.
,,,,,Bonjour
,,,,,FROM THE DESK OF MR PIONEER  MOHAMMED SQ. 
,,,,10 Jul 2006,REPLY PLEASE.
,,,,,PLEASE RESPOND
,,,,10 Jul 2006,"URGENTLY REPLY,"
